player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0033658,B.Jarwin,DAL,2021,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,19,0,0,-5.0014360044151545,0,0,0.024390243902439025,0.04439252336448598,0.06766013220879873,0,0,0
00-0033658,B.Jarwin,DAL,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,6,0,0,0,15,0,0,-0.41823148587718606,0,0.4,0.07142857142857142,0.0641025641025641,0.152014652014652,0,0.6000000000000001,1.6
00-0033658,B.Jarwin,DAL,2021,19,POST,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,14,0,0,-0.31039777083788067,0,0,0.023809523809523808,0.03783783783783784,0.0622007722007722,0,0,0
00-0033662,C.Rush,DAL,2021,8,REG,24,40,325,2,1,3,19,1,1,396,140,16,2.2396588375092024,0,0.8207070707070707,0.03564259990900695,1,2,0,0,0,0,-0.4504247307777405,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,17.2,17.2
00-0033662,C.Rush,DAL,2021,10,REG,3,3,17,0,0,0,-0,0,0,9,8,0,-1.0704912231303751,0,1.8888888888888888,NA,3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.07999999999999996,0.07999999999999996
00-0033662,C.Rush,DAL,2021,16,REG,2,3,70,1,0,0,-0,0,0,7,61,2,6.139480325684417,0,10,NA,2,0,0,0,0,0,-0.1673013404943049,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,6.800000000000001,6.800000000000001
00-0033662,C.Rush,DAL,2021,18,REG,1,1,10,0,0,0,-0,0,0,6,4,0,0.7347193992463872,0,1.6666666666666667,NA,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0
00-0033681,K.Cole,NYJ,2021,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,30,0,0,0,29,1,1,2.0285723260603845,0,1.0344827586206897,0.06060606060606061,0.10740740740740741,0.1660942760942761,0,3,5
00-0033681,K.Cole,NYJ,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,4,92,0,0,0,94,9,2,0.6329784845584072,0,0.9787234042553191,0.11764705882352941,0.29012345679012347,0.37955700798838055,0,9.200000000000001,12.200000000000001
00-0033681,K.Cole,NYJ,2021,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,38,0,0,0,57,1,2,-0.8279644617578015,0,0.6666666666666666,0.0967741935483871,0.20955882352941177,0.2918524667931689,0,3.8000000000000003,5.800000000000001
00-0033681,K.Cole,NYJ,2021,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,6,0,0,0,11,1,0,-0.18234790698625147,0,0.5454545454545454,0.04878048780487805,0.04198473282442748,0.10256004468441632,0,0.6000000000000001,1.6
00-0033681,K.Cole,NYJ,2021,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,5,25,0,0,0,34,3,2,0.868581434362568,0,0.7352941176470589,0.10204081632653061,0.19883040935672514,0.2922425110395035,0,2.5,5.5
00-0033681,K.Cole,NYJ,2021,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,5,8,66,0,0,0,88,9,5,0.1884523222986041,0,0.75,0.15384615384615385,0.20276497695852536,0.3727047146401985,0,6.6000000000000005,11.600000000000001
00-0033681,K.Cole,NYJ,2021,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,6,18,0,0,0,82,7,1,-7.392530035460368,0,0.21951219512195122,0.13043478260869565,0.2546583850931677,0.3739130434782608,0,1.8,2.8
00-0033681,K.Cole,NYJ,2021,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,15,0,0,-0.8405667220007138,0,0,0.02857142857142857,0.055970149253731345,0.0820362473347548,0,0,0
00-0033681,K.Cole,NYJ,2021,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,24,0,0,0,20,4,2,4.535807431617286,0,1.2,0.08695652173913043,0.20618556701030927,0.2747646795159121,0,2.4000000000000004,4.4
00-0033681,K.Cole,NYJ,2021,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,6,27,0,0,0,108,4,1,-2.210156970601164,0,0.25,0.15,0.3624161073825503,0.4786912751677852,0,2.7,3.7
00-0033681,K.Cole,NYJ,2021,15,REG,0,1,0,0,0,0,-0,0,0,8,0,0,-0.7408587794052437,0,0,NA,0,0,0,0,0,0,NA,0,1,2,9,0,0,0,20,0,0,-2.816985546203796,0,0.45,0.09090909090909091,0.18018018018018017,0.26248976248976247,0,0.9,1.9
00-0033681,K.Cole,NYJ,2021,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,25,0,0,0,16,9,1,2.1014593408395177,0,1.5625,0.09523809523809523,0.16161616161616163,0.255988455988456,0,2.5,4.5
00-0033681,K.Cole,NYJ,2021,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,5,35,0,0,0,90,5,2,0.6108093299844768,0,0.3888888888888889,0.16666666666666666,0.4166666666666667,0.5416666666666667,0,3.5,5.5
00-0033681,K.Cole,NYJ,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,3,54,1,0,0,22,32,1,6.168877693940885,0,2.4545454545454546,0.15789473684210525,0.176,0.3600421052631579,0,11.4,14.4
00-0033699,A.Ekeler,LAC,2021,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,57,1,0,0,3,-0.7403474505990744,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,11.7,11.7
00-0033699,A.Ekeler,LAC,2021,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,54,0,0,0,2,-1.437336411792785,1,9,9,61,0,0,0,10,51,3,0.10315770679979819,0,6.1,0.225,0.03861003861003861,0.36452702702702705,0,13.5,22.5
00-0033699,A.Ekeler,LAC,2021,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,55,0,0,0,2,0.5005319881893229,0,6,6,52,1,0,0,-2,54,3,4.929455877863802,0,-26,0.17142857142857143,-0.00909090909090909,0.25077922077922077,0,16.700000000000003,22.700000000000003
00-0033699,A.Ekeler,LAC,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,117,1,0,0,7,7.861219216778409,0,3,5,28,1,0,0,24,9,2,1.8067187150008976,0,1.1666666666666667,0.13157894736842105,0.07868852459016394,0.25245038826574634,0,26.5,29.5
00-0033699,A.Ekeler,LAC,2021,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,17,66,2,0,0,5,4.8305771659943275,0,5,5,53,1,2,1,-17,70,2,0.42360284860478714,0,-3.1176470588235294,0.11904761904761904,-0.04497354497354497,0.14708994708994708,0,27.9,32.9
00-0033699,A.Ekeler,LAC,2021,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,6,7,0,0,0,0,-3.89233178505674,0,4,7,48,0,0,0,-5,54,3,-2.3016564971767366,0,-9.6,0.1794871794871795,-0.01968503937007874,0.2554512416717141,0,5.5,9.5
00-0033699,A.Ekeler,LAC,2021,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,64,1,0,0,4,3.135948011185974,0,6,10,60,0,0,0,53,46,4,-3.108829425065778,0,1.1320754716981132,0.29411764705882354,0.1715210355987055,0.5612411955073291,0,18.4,24.4
00-0033699,A.Ekeler,LAC,2021,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,17,59,0,0,0,6,-1.7769445258309133,0,3,3,23,0,0,0,-6,29,2,0.4843230159021914,0,-3.8333333333333335,0.08108108108108109,-0.027906976744186046,0.1020867379006914,0,8.200000000000001,11.200000000000001
00-0033699,A.Ekeler,LAC,2021,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,44,0,0,0,1,-0.9700038344599307,0,3,6,15,1,0,0,26,13,1,-1.838456766358779,0,0.5769230769230769,0.18181818181818182,0.13978494623655913,0.3705767350928641,0,11.9,14.9
00-0033699,A.Ekeler,LAC,2021,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,50,2,0,0,5,-0.4441724066855386,0,6,7,65,2,0,0,10,59,3,5.128569380758563,0,6.5,0.17073170731707318,0.045662100456621,0.28806103129524446,0,35.5,41.5
00-0033699,A.Ekeler,LAC,2021,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,12,31,0,0,0,1,-2.284642130602151,0,6,8,68,1,0,0,28,52,3,-4.680424737220164,0,2.4285714285714284,0.18181818181818182,0.0975609756097561,0.341019955654102,0,15.9,21.9
00-0033699,A.Ekeler,LAC,2021,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,14,59,1,0,0,2,-0.6298798193456605,0,5,5,45,0,2,2,-15,60,0,-8.904204805276285,0,-3,0.14285714285714285,-0.0398936170212766,0.18636018237082067,0,12.399999999999999,17.4
00-0033699,A.Ekeler,LAC,2021,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,12,67,1,0,0,4,1.4023743718862534,0,2,4,17,0,0,0,42,11,1,0.0402561747469008,0,0.40476190476190477,0.13333333333333333,0.1794871794871795,0.32564102564102565,0,14.4,16.4
00-0033699,A.Ekeler,LAC,2021,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,12,59,1,0,0,4,2.198387003096286,0,4,4,23,0,0,0,-1,24,0,0.16522853582864627,0,-23,0.10810810810810811,-0.003048780487804878,0.16002801582069875,0,14.200000000000001,18.200000000000003
00-0033699,A.Ekeler,LAC,2021,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,17,58,1,0,0,3,-4.155834347708151,0,3,3,54,0,0,0,-10,64,2,5.802434698387515,0,-5.4,0.1,-0.055865921787709494,0.11089385474860339,0,17.200000000000003,20.200000000000003
00-0033699,A.Ekeler,LAC,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,16,64,1,0,0,4,-8.649416789761744,0,5,12,35,1,0,0,34,31,2,0.25808162093351905,1,1.0294117647058822,0.1875,0.05405405405405406,0.31908783783783784,0,23.9,28.9
00-0033720,C.Thompson,CAR,2021,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,5,0,0,-1.7403798354789615,0,0,0.02631578947368421,0.017064846416382253,0.05141907670199389,0,0,0
00-0033725,C.Clement,DAL,2021,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,0,0,0,0,0,-2.605256042559631,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0
00-0033725,C.Clement,DAL,2021,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,6,20,0,0,0,1,-3.2576253482839093,0,1,1,5,0,0,0,0,5,0,-0.09555290755815804,0,0,0.030303030303030304,0,0.045454545454545456,0,2.5,3.5
00-0033725,C.Clement,DAL,2021,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,13,44,0,0,0,2,-2.410556544549763,0,1,2,2,0,0,0,1,1,0,-2.467343197602937,0,2,0.05128205128205128,0.004291845493562232,0.07992736876857048,0,4.6000000000000005,5.6000000000000005
00-0033725,C.Clement,DAL,2021,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,4,18,0,0,0,1,-1.3980109638068825,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,1.8,1.8
00-0033725,C.Clement,DAL,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,7,58,0,0,0,3,4.727169829420745,0,4,4,22,1,0,0,11,11,1,0.691080414399039,0,2,0.14285714285714285,0.04700854700854701,0.24719169719169717,0,14,18
00-0033733,G.Ward,PHI,2021,2,REG,0,1,0,0,0,0,-0,0,0,3,0,0,-2.804270841705147,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0
00-0033733,G.Ward,PHI,2021,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,15,1,0,0,15,0,1,1.998559396713972,0,1,0.02631578947368421,0.05928853754940711,0.08097566049511129,0,7.5,8.5
00-0033733,G.Ward,PHI,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,15,1,0,0,18,0,1,3.639780783239985,0,0.8333333333333334,0.045454545454545456,0.054380664652567974,0.10624828343861575,0,7.5,8.5
00-0033733,G.Ward,PHI,2021,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,2,0,0,-0.6299225746770389,0,0,0.034482758620689655,0.00684931506849315,0.05651865847897969,0,0,0
00-0033733,G.Ward,PHI,2021,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,28,1,0,0,17,12,1,2.9508991638722364,0,1.6470588235294117,0.11538461538461539,0.07234042553191489,0.2237152209492635,0,8.8,10.8
00-0033733,G.Ward,PHI,2021,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,35,0,0,0,32,3,1,4.097961762570776,0,1.09375,0.08,0.12307692307692308,0.20615384615384613,0,3.5,5.5
00-0033733,G.Ward,PHI,2021,18,REG,1,1,2,0,0,0,-0,0,0,-1,3,0,-0.5495583995361812,0,0,NA,0,0,0,0,0,0,NA,0,1,2,2,0,0,0,1,1,0,-1.4141544145531952,0,2,0.058823529411764705,0.004807692307692308,0.09160067873303167,0,0.28,1.28
00-0033757,R.Tonyan,GB,2021,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,4,8,0,0,0,2,10,1,-0.5727607086060424,0,4,0.12121212121212122,0.006042296072507553,0.1860477890689371,0,0.8,2.8
00-0033757,R.Tonyan,GB,2021,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,3,52,1,0,0,15,37,3,6.223621522251051,0,3.466666666666667,0.1111111111111111,0.05813953488372093,0.2073643410852713,0,11.2,14.2
00-0033757,R.Tonyan,GB,2021,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,6,0,0,0,-1,7,0,0.8252371949492954,0,0,0.03225806451612903,-0.002824858757062147,0.04640969564425004,0,0.6000000000000001,1.6
00-0033757,R.Tonyan,GB,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,7,8,0,0,0,83,3,0,-3.9330003953073174,0,0.0963855421686747,0.2,0.2577639751552795,0.48043478260869565,0,0.8,2.8
00-0033757,R.Tonyan,GB,2021,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,8,0,0,0,44,9,1,0.3145242459140718,0,0.18181818181818182,0.05714285714285714,0.13414634146341464,0.17961672473867596,0,0.8,1.8
00-0033757,R.Tonyan,GB,2021,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,10,0,0,0,32,1,0,-1.228453629417345,0,0.3125,0.14285714285714285,0.1927710843373494,0.3492254733218588,0,1,3
00-0033757,R.Tonyan,GB,2021,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,4,5,63,1,0,0,40,20,3,5.432785610086285,0,1.575,0.14705882352941177,0.19607843137254902,0.3578431372549019,0,12.3,16.3
00-0033757,R.Tonyan,GB,2021,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,4,49,0,0,0,41,23,2,3.7497028597281314,0,1.1951219512195121,0.11428571428571428,0.3565217391304348,0.42099378881987576,0,4.9,7.9
00-0033839,D.Westbrook,MIN,2021,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,11,0,0,0,7,4,0,-0.4099852270446718,0,1.5714285714285714,0.02127659574468085,0.0231023102310231,0.04808651077873745,0,1.1,2.1
00-0033839,D.Westbrook,MIN,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,17,0,0,0,16,1,1,2.763240530854091,0,1.0625,0.027777777777777776,0.05460750853242321,0.0798919226393629,0,1.7000000000000002,2.7
00-0033839,D.Westbrook,MIN,2021,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,4,18,0,0,0,36,2,1,-0.37789902938892217,0,0.5,0.12903225806451613,0.14516129032258066,0.29516129032258065,0,1.8,4.8
00-0033839,D.Westbrook,MIN,2021,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,13,0,0,0,12,7,1,0.5058039813884534,0,1.0833333333333333,0.06666666666666667,0.03305785123966942,0.1231404958677686,0,1.3,3.3
00-0033839,D.Westbrook,MIN,2021,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,4,0,0,-1.3386800605803728,0,0,0.03571428571428571,0.017543859649122806,0.06585213032581454,0,0,0
00-0033839,D.Westbrook,MIN,2021,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,7,0,0,0,9,1,0,-0.4728137651691213,0,0.7777777777777778,0.058823529411764705,0.023195876288659795,0.1044724075197089,0,0.7000000000000001,1.7000000000000002
00-0033839,D.Westbrook,MIN,2021,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,-2,0,0,0,24,0,0,-2.539476684663987,0,-0.08333333333333333,0.04878048780487805,0.0712166172106825,0.12302236375479483,0,-0.2,0.8
00-0033839,D.Westbrook,MIN,2021,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,4,0,0,0,2,2,0,-0.04007513215765357,0,2,0.02702702702702703,0.009302325581395349,0.047052168447517285,0,0.4,1.4
00-0033854,D.Ogunbowale,JAX,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,3,0,0,0,0,-0.5529302845825441,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.30000000000000004,0.30000000000000004
00-0033854,D.Ogunbowale,JAX,2021,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,19,0,0,0,2,17,1,0.93451415715389885,0,9.5,0.030303030303030304,0.00796812749003984,0.05103223469757334,0,1.9000000000000001,2.9000000000000004
00-0033854,D.Ogunbowale,JAX,2021,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,9,0,0,0,0,-0.40866247250232846,0,1,1,9,0,0,0,3,6,0,0.5953749532927759,0,3,0.019230769230769232,0.011194029850746268,0.036681974741676233,0,1.8,2.8
00-0033854,D.Ogunbowale,JAX,2021,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,1,0,0,0,0,0.4248290052637458,0,1,1,4,0,0,0,4,0,0,0.10884586139582098,0,1,0.037037037037037035,0.02030456852791878,0.0697687535250987,0,0.5,1.5
00-0033854,D.Ogunbowale,JAX,2021,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,7,0,0,-0.6635278867324814,0,0,0.024390243902439025,0.017721518987341773,0.04899042914479778,0,0,0
00-0033854,D.Ogunbowale,JAX,2021,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,5,0,0,0,-3,8,0,-3.6576841269852594,0,-1.6666666666666667,0.08108108108108109,-0.010033444816053512,0.11459821025038416,0,0.5,2.5
00-0033854,D.Ogunbowale,JAX,2021,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,1,0,0,0,0,-1.224530608218629,0,1,2,5,0,0,0,7,1,0,-0.4197500924929045,0,0.7142857142857143,0.05555555555555555,0.029535864978902954,0.10400843881856539,0,0.6000000000000001,1.6
00-0033854,D.Ogunbowale,JAX,2021,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,17,57,1,0,0,4,-1.9338698186038528,0,2,4,15,0,0,0,5,11,1,0.32943895595963113,0,3,0.11428571428571428,0.013888888888888888,0.18115079365079365,0,13.2,15.2
00-0033854,D.Ogunbowale,JAX,2021,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,36,0,0,0,0,-0.9285664540948346,0,2,2,32,1,0,0,-7,39,1,3.111760841391515,0,-4.571428571428571,0.07692307692307693,-0.04142011834319527,0.0863905325443787,0,12.8,14.8
00-0033854,D.Ogunbowale,JAX,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,30,0,0,0,1,-4.728481236114618,0,3,6,25,0,0,0,13,18,0,-1.5144228384597227,0,1.9230769230769231,0.1875,0.07027027027027027,0.3304391891891892,0,5.5,8.5
00-0033856,L.Fournette,TB,2021,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,32,0,0,0,1,0.29904287290992215,0,5,7,27,0,0,0,-4,35,3,-4.772847942076623,0,-6.75,0.15555555555555556,-0.010554089709762533,0.22594547053649958,0,5.9,10.9
00-0033856,L.Fournette,TB,2021,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,52,0,0,0,2,-1.4345452067209408,0,4,4,24,0,1,0,-6,30,1,-1.4783458515885286,0,-4,0.11428571428571428,-0.017142857142857144,0.15942857142857142,0,7.6000000000000005,11.600000000000001
00-0033856,L.Fournette,TB,2021,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,4,8,0,0,0,0,-1.989497919101268,0,3,3,26,0,0,0,8,18,2,1.4714776444016024,0,3.25,0.05555555555555555,0.02077922077922078,0.09787878787878787,0,3.4000000000000004,6.4
00-0033856,L.Fournette,TB,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,20,92,0,0,0,5,1.740706445008982,0,3,5,47,0,0,0,-7,52,3,2.440009996015217,0,-6.714285714285714,0.11627906976744186,-0.015250544662309368,0.16374322338754624,0,13.9,16.9
00-0033856,L.Fournette,TB,2021,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,12,67,1,0,0,3,2.5594596367736813,0,4,5,43,0,0,0,39,32,3,2.790105353225954,0,1.1025641025641026,0.11904761904761904,0.08685968819599109,0.2393732103086223,0,17,21
00-0033856,L.Fournette,TB,2021,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,22,81,2,0,0,6,3.618750487919897,0,6,6,46,0,0,0,1,45,2,1.9662066199816763,0,46,0.14285714285714285,0.0035335689045936395,0.21675921251892982,0,24.700000000000003,30.700000000000003
00-0033856,L.Fournette,TB,2021,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,81,1,0,0,7,1.896818735927809,0,2,4,9,0,0,0,8,7,0,-2.8804593977108555,0,1.125,0.10256410256410256,0.027777777777777776,0.17329059829059829,0,15,17
00-0033856,L.Fournette,TB,2021,8,REG,0,1,0,0,0,0,-0,0,0,0,0,0,-0.6633014641702175,0,NA,NA,8,26,0,0,0,1,-2.2517724295612425,0,3,5,17,0,0,0,8,14,1,-0.2366856412263587,0,2.125,0.12195121951219512,0.023529411764705882,0.1993974175035868,0,4.3,7.3
00-0033856,L.Fournette,TB,2021,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,47,0,0,0,3,-1.1586734865559265,0,8,9,45,0,0,0,28,28,2,1.2788638669298962,0,1.6071428571428572,0.2727272727272727,0.13930348258706468,0.5066033469018544,0,9.200000000000001,17.200000000000003
00-0033856,L.Fournette,TB,2021,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,10,35,0,0,0,3,-1.438240216462873,0,6,6,39,0,0,0,-7,46,2,2.031292036641389,0,-5.571428571428571,0.1276595744680851,-0.020289855072463767,0.17728646315140303,0,7.4,13.4
00-0033856,L.Fournette,TB,2021,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,17,100,3,0,0,8,7.383725120249437,0,7,8,31,1,0,0,-3,37,2,-1.4069940373883583,0,-10.333333333333334,0.23529411764705882,-0.01507537688442211,0.3423884126514927,0,37.1,44.1
00-0033856,L.Fournette,TB,2021,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,13,44,0,0,0,1,-1.8841914184057518,0,7,8,48,1,0,0,4,39,5,-1.329009129840415,0,12,0.1568627450980392,0.012345679012345678,0.2439360929557008,0,15.200000000000001,22.200000000000003
00-0033856,L.Fournette,TB,2021,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,19,113,1,0,0,5,1.5082891244092025,0,4,7,19,0,0,0,0,31,1,-1.5931051455554552,0,0,0.15217391304347827,0,0.2282608695652174,0,19.200000000000003,23.200000000000003
00-0033856,L.Fournette,TB,2021,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,34,0,0,0,0,-0.49369624111568555,0,7,7,33,0,0,0,-2,35,3,1.0773869784316048,0,-16.5,0.14583333333333334,-0.005012531328320802,0.21524122807017543,0,6.7,13.7
